Milliseconds,AcclX,AcclY,AcclZ
1000,4.098086124401914,8.892344497607656,-4.784688995215311
1005.1546391752578,4.669856459330144,9.157894736842104,-5.035885167464115
1010.3092783505155,5.229665071770335,9.267942583732058,-5.246411483253588
1015.4639175257732,5.569377990430622,9.241626794258373,-5.564593301435407
1020.6185567010309,5.574162679425838,9.208133971291867,-5.401913875598086
1025.7731958762886,5.279904306220096,9.342105263157896,-5.002392344497608
1030.9278350515465,4.822966507177034,9.358851674641148,-5.002392344497608
1036.0824742268042,4.3971291866028706,9.38755980861244,-5.150717703349282
1041.2371134020618,4.009569377990431,9.557416267942584,-5.023923444976076
1046.3917525773195,3.526315789473684,9.746411483253588,-4.8253588516746415
1051.5463917525774,3.145933014354067,9.985645933014354,-4.741626794258373
1056.701030927835,2.9688995215311005,10.205741626794259,-4.782296650717703
1061.8556701030927,3.0047846889952154,10.351674641148325,-4.892344497607655
1067.0103092783506,3.215311004784689,10.320574162679426,-4.992822966507177
1072.1649484536083,3.411483253588517,10.016746411483254,-4.8971291866028706
1077.319587628866,3.4976076555023923,9.636363636363637,-4.523923444976076
1082.4742268041236,3.3325358851674642,9.217703349282298,-4.105263157894737
1087.6288659793815,2.925837320574163,8.78468899521531,-3.708133971291866
1092.7835051546392,2.339712918660287,8.705741626794259,-3.437799043062201
1097.9381443298969,1.6889952153110048,8.820574162679426,-3.3373205741626792
1103.0927835051546,1.1698564593301435,8.954545454545455,-3.485645933014354
1108.2474226804125,0.868421052631579,9.181818181818182,-3.8014354066985647
1113.4020618556701,0.7033492822966507,9.42822966507177,-4.184210526315789
1118.5567010309278,0.5909090909090909,9.665071770334928,-4.471291866028708
1123.7113402061855,0.47607655502392343,9.794258373205741,-4.643540669856459
1128.8659793814434,0.5741626794258373,9.696172248803828,-4.894736842105263
1134.020618556701,0.8325358851674641,9.452153110047847,-4.873205741626794
1139.1752577319587,1.277511961722488,9.105263157894736,-4.547846889952153
1144.3298969072166,1.799043062200957,8.748803827751196,-4.196172248803828
1149.4845360824743,2.2822966507177034,8.588516746411484,-3.851674641148325
1154.639175257732,2.7057416267942584,8.547846889952153,-3.700956937799043
1159.7938144329896,2.964114832535885,8.830143540669857,-3.77511961722488
1164.9484536082475,3.014354066985646,9.28468899521531,-4.1650717703349285
1170.1030927835052,2.9952153110047846,9.610047846889952,-4.7990430622009566
1175.2577319587629,3.007177033492823,9.76555023923445,-5.0311004784688995
1180.4123711340205,2.8995215311004783,9.76555023923445,-4.866028708133971
