Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
19690,48.8630998,2.6324599,82.759,9.216,9.26,1547384563564000,236,3
19745,48.8630951,2.6324599,82.741,9.302,9.22,1547384563619000,236,3
19800,48.8630903,2.6324602,82.76,9.473,9.3,1547384563674000,236,3
19855,48.8630857,2.6324604,82.81,9.553,9.47,1547384563729000,236,3
19910,48.8630809,2.6324604,82.838,9.599,9.55,1547384563784000,236,3
19965,48.8630763,2.6324603,82.857,9.535,9.6,1547384563839000,236,3
20019,48.8630717,2.6324604,82.891,9.521,9.54,1547384563893000,236,3
20074,48.8630671,2.6324605,82.926,9.505,9.52,1547384563948000,236,3
20129,48.8630626,2.6324606,82.973,9.475,9.5,1547384564003000,236,3
20184,48.8630582,2.6324606,82.978,9.319,9.48,1547384564058000,236,3
20239,48.8630537,2.6324607,82.988,9.191,9.32,1547384564113000,236,3
20294,48.8630493,2.6324609,82.983,9.086,9.19,1547384564168000,236,3
20349,48.8630447,2.6324613,82.988,9.134,9.09,1547384564223000,236,3
20404,48.8630401,2.6324618,82.962,9.12,9.13,1547384564278000,236,3
20459,48.8630358,2.632462,82.963,8.958,9.12,1547384564333000,236,3
20514,48.8630314,2.6324621,82.953,8.898,8.96,1547384564388000,236,3
20570,48.8630271,2.6324621,82.979,8.848,8.9,1547384564444000,236,3
20624,48.8630227,2.6324623,82.988,8.857,8.85,1547384564498000,236,3
20679,48.8630182,2.6324629,82.979,8.89,8.86,1547384564553000,236,3
20734,48.8630138,2.6324632,82.961,8.826,8.89,1547384564608000,236,3
20790,48.8630094,2.6324635,82.965,8.828,8.83,1547384564664000,236,3
20844,48.8630048,2.6324638,82.96,8.955,8.83,1547384564718000,236,3
20899,48.8630004,2.6324638,82.96,8.915,8.96,1547384564773000,236,3
20954,48.8629959,2.6324636,82.942,8.875,8.92,1547384564828000,236,3
21010,48.8629913,2.6324636,82.907,8.934,8.88,1547384564884000,236,3
21065,48.8629869,2.6324636,82.905,8.915,8.93,1547384564939000,236,3
21120,48.8629824,2.6324635,82.917,8.94,8.92,1547384564994000,236,3
21175,48.8629778,2.6324635,82.903,9.033,8.94,1547384565049000,236,3
21230,48.8629732,2.6324637,82.906,9.105,9.03,1547384565104000,236,3
21285,48.8629688,2.632464,82.925,9.082,9.11,1547384565159000,236,3
21340,48.8629643,2.6324642,82.964,9.182,9.08,1547384565214000,236,3
21395,48.8629596,2.6324644,82.967,9.304,9.18,1547384565269000,236,3
21450,48.8629552,2.6324645,83.055,9.375,9.3,1547384565324000,236,3
21505,48.862951,2.6324644,83.127,9.256,9.37,1547384565379000,236,3
21560,48.8629466,2.6324645,83.163,9.159,9.26,1547384565434000,236,3
21615,48.862942,2.6324648,83.165,9.201,9.16,1547384565489000,236,3
21670,48.8629374,2.6324648,83.165,9.234,9.2,1547384565544000,236,3
21725,48.862933,2.6324647,83.21,9.223,9.23,1547384565599000,236,3
21780,48.8629287,2.6324648,83.235,9.068,9.22,1547384565654000,236,3
21835,48.8629243,2.6324649,83.248,8.997,9.07,1547384565709000,236,3
21890,48.8629198,2.632465,83.225,9.022,9,1547384565764000,236,3
21945,48.8629154,2.6324651,83.208,8.947,9.02,1547384565819000,236,3
22000,48.8629111,2.6324654,83.241,8.862,8.95,1547384565874000,236,3
22055,48.862907,2.6324656,83.262,8.701,8.86,1547384565929000,236,3
22110,48.8629028,2.6324651,83.247,8.604,8.7,1547384565984000,236,3
22165,48.8628985,2.6324651,83.22,8.64,8.6,1547384566039000,236,3
22220,48.8628942,2.6324649,83.188,8.555,8.64,1547384566094000,236,3
22275,48.8628899,2.6324648,83.186,8.57,8.56,1547384566149000,236,3
22330,48.8628855,2.632465,83.204,8.711,8.57,1547384566204000,236,3
22385,48.8628809,2.6324654,83.133,8.79,8.71,1547384566259000,236,3
22440,48.8628762,2.6324652,83.101,8.87,8.79,1547384566314000,236,3
22495,48.8628718,2.632465,83.116,8.934,8.87,1547384566369000,236,3
22550,48.8628674,2.6324649,83.149,8.987,8.93,1547384566424000,236,3
22605,48.862863,2.6324653,83.137,8.861,8.99,1547384566479000,236,3
22660,48.8628584,2.6324658,83.088,8.87,8.86,1547384566534000,236,3
22715,48.8628539,2.6324662,83.061,8.942,8.87,1547384566589000,236,3
22770,48.8628493,2.6324664,83.045,9.035,8.94,1547384566644000,236,3
22825,48.8628449,2.6324663,83.012,9.044,9.03,1547384566699000,236,3
22880,48.8628408,2.6324666,83.052,8.93,9.04,1547384566754000,236,3
22935,48.8628365,2.6324668,83.052,8.901,8.93,1547384566809000,235,3
22989,48.8628322,2.6324674,83.072,8.929,8.9,1547384566863000,235,3
23044,48.8628278,2.6324681,83.115,8.966,8.93,1547384566918000,235,3
23099,48.8628236,2.6324686,83.135,8.894,8.97,1547384566973000,235,3
23154,48.8628192,2.632469,83.164,8.907,8.89,1547384567028000,235,3
23209,48.8628149,2.6324694,83.199,8.864,8.91,1547384567083000,235,3
23264,48.8628107,2.63247,83.202,8.774,8.86,1547384567138000,235,3
23319,48.8628063,2.6324707,83.154,8.663,8.77,1547384567193000,235,3
23374,48.8628019,2.6324717,83.108,8.708,8.66,1547384567248000,235,3
23429,48.8627975,2.6324723,83.088,8.738,8.71,1547384567303000,235,3
23484,48.8627928,2.6324726,83.058,8.888,8.74,1547384567358000,235,3
23540,48.8627886,2.6324728,83.092,8.735,8.89,1547384567414000,235,3
23594,48.8627844,2.6324729,83.092,8.631,8.73,1547384567468000,235,3
23649,48.8627801,2.6324732,83.093,8.67,8.63,1547384567523000,235,3
23704,48.8627755,2.6324734,83.075,8.789,8.67,1547384567578000,235,3
23760,48.8627713,2.6324738,83.094,8.691,8.79,1547384567634000,235,3
23814,48.862767,2.6324744,83.136,8.72,8.69,1547384567688000,235,3
23869,48.8627624,2.6324753,83.096,8.857,8.72,1547384567743000,235,3
23924,48.8627577,2.6324763,83.082,9.072,8.86,1547384567798000,235,3
23980,48.8627531,2.6324771,83.067,9.102,9.07,1547384567854000,235,3
24035,48.8627488,2.6324776,83.11,9.055,9.1,1547384567909000,235,3
24090,48.8627446,2.6324778,83.148,8.888,9.05,1547384567964000,235,3
24145,48.8627402,2.6324782,83.206,8.978,8.89,1547384568019000,235,3
24200,48.8627359,2.6324786,83.259,8.978,8.98,1547384568074000,235,3
24255,48.8627316,2.632479,83.275,8.881,8.98,1547384568129000,235,3
24310,48.8627271,2.6324795,83.242,8.792,8.88,1547384568184000,235,3
24365,48.8627229,2.6324798,83.208,8.54,8.79,1547384568239000,235,3
24420,48.8627186,2.6324801,83.153,8.435,8.54,1547384568294000,235,3
24475,48.8627143,2.6324805,83.116,8.472,8.43,1547384568349000,235,3
24530,48.8627096,2.6324812,83.064,8.689,8.47,1547384568404000,235,3
24585,48.8627052,2.6324819,83.023,8.725,8.69,1547384568459000,235,3
24640,48.8627011,2.6324816,83.023,8.588,8.72,1547384568514000,235,3
24695,48.8626968,2.6324817,83.05,8.666,8.59,1547384568569000,235,3
24750,48.8626922,2.6324821,83.035,8.952,8.67,1547384568624000,235,3
24805,48.8626876,2.6324826,83.05,9.14,8.95,1547384568679000,235,3
24860,48.8626831,2.6324833,83.089,9.135,9.14,1547384568734000,235,3
24915,48.8626784,2.6324842,83.101,9.216,9.14,1547384568789000,235,3
24970,48.8626737,2.632485,83.095,9.274,9.22,1547384568844000,235,3
25025,48.862669,2.632486,83.099,9.268,9.27,1547384568899000,235,3
25080,48.8626643,2.632487,83.101,9.305,9.27,1547384568954000,235,3
25135,48.8626597,2.6324875,83.12,9.329,9.3,1547384569009000,235,3
25190,48.8626553,2.6324876,83.166,9.314,9.33,1547384569064000,235,3
25245,48.8626508,2.6324877,83.172,9.167,9.31,1547384569119000,235,3
25300,48.8626464,2.632488,83.204,9.121,9.17,1547384569174000,235,3
25355,48.8626419,2.6324884,83.205,9.085,9.12,1547384569229000,235,3
25410,48.8626373,2.6324893,83.202,9.107,9.08,1547384569284000,235,3
25465,48.8626327,2.6324903,83.198,9.109,9.11,1547384569339000,235,3
25520,48.862628,2.6324907,83.212,9.218,9.11,1547384569394000,235,3
25575,48.8626234,2.632491,83.257,9.3,9.22,1547384569449000,235,3
25630,48.8626188,2.6324913,83.283,9.339,9.3,1547384569504000,235,3
25685,48.8626143,2.6324919,83.283,9.265,9.34,1547384569559000,235,3
25740,48.8626097,2.6324924,83.297,9.295,9.27,1547384569614000,235,3
25795,48.8626052,2.6324928,83.296,9.264,9.3,1547384569669000,235,3
25850,48.8626007,2.6324935,83.291,9.213,9.26,1547384569724000,235,3
25905,48.8625961,2.632494,83.265,9.176,9.21,1547384569779000,235,3
25960,48.8625915,2.6324946,83.247,9.201,9.18,1547384569834000,235,3
26014,48.8625868,2.6324951,83.248,9.26,9.2,1547384569888000,235,3
26069,48.8625821,2.6324954,83.242,9.305,9.26,1547384569943000,235,3
26124,48.8625775,2.6324959,83.223,9.305,9.3,1547384569998000,235,3
26179,48.8625729,2.6324959,83.204,9.247,9.31,1547384570053000,235,3
26234,48.8625682,2.6324968,83.172,9.326,9.25,1547384570108000,235,3
26289,48.8625632,2.6324976,83.162,9.5,9.33,1547384570163000,235,3
26344,48.8625583,2.6324975,83.152,9.555,9.5,1547384570218000,235,3
26399,48.8625537,2.6324978,83.193,9.563,9.55,1547384570273000,235,3
26454,48.8625491,2.632499,83.269,9.594,9.56,1547384570328000,235,3
26509,48.8625445,2.6325002,83.327,9.613,9.59,1547384570383000,235,3
26565,48.8625399,2.6325007,83.377,9.55,9.61,1547384570439000,235,3
26619,48.8625353,2.6325011,83.423,9.549,9.55,1547384570493000,235,3
26674,48.8625305,2.6325024,83.466,9.664,9.55,1547384570548000,235,3
26729,48.8625259,2.6325034,83.523,9.664,9.67,1547384570603000,235,3
26785,48.862521,2.6325039,83.542,9.764,9.67,1547384570659000,235,3
26839,48.8625161,2.6325044,83.484,9.681,9.77,1547384570713000,235,3
26894,48.8625112,2.6325054,83.471,9.785,9.68,1547384570768000,235,3
26949,48.8625061,2.6325064,83.473,9.947,9.79,1547384570823000,235,3
27005,48.8625013,2.6325069,83.496,9.91,9.95,1547384570879000,235,3
27060,48.8624966,2.6325072,83.522,9.762,9.91,1547384570934000,235,3
27115,48.862492,2.6325075,83.558,9.681,9.76,1547384570989000,235,3
27170,48.8624869,2.6325076,83.541,9.829,9.68,1547384571044000,235,3
27225,48.8624817,2.6325075,83.485,9.985,9.83,1547384571099000,235,3
27280,48.862477,2.6325073,83.537,9.884,9.99,1547384571154000,235,3
27335,48.8624723,2.6325071,83.548,9.765,9.88,1547384571209000,235,3
27390,48.8624675,2.6325071,83.543,9.745,9.77,1547384571264000,235,3
27445,48.8624625,2.6325073,83.527,9.791,9.75,1547384571319000,235,3
27500,48.8624577,2.6325076,83.524,9.755,9.79,1547384571374000,235,3
27555,48.8624529,2.6325076,83.52,9.705,9.76,1547384571429000,235,3
27610,48.8624481,2.6325076,83.5,9.658,9.71,1547384571484000,235,3
27665,48.8624435,2.6325076,83.562,9.624,9.66,1547384571539000,235,3
27720,48.8624388,2.6325078,83.598,9.659,9.63,1547384571594000,235,3
27775,48.8624338,2.6325081,83.573,9.713,9.66,1547384571649000,235,3
27830,48.862429,2.6325086,83.581,9.671,9.71,1547384571704000,235,3
27885,48.8624242,2.632509,83.578,9.683,9.67,1547384571759000,235,3
27940,48.8624195,2.6325091,83.589,9.635,9.68,1547384571814000,235,3
27995,48.8624147,2.6325094,83.593,9.658,9.64,1547384571869000,235,3
28050,48.8624099,2.6325095,83.62,9.688,9.66,1547384571924000,235,3
28105,48.862405,2.6325095,83.631,9.747,9.69,1547384571979000,235,3
28160,48.8624001,2.6325099,83.637,9.827,9.75,1547384572034000,235,3
28215,48.862395,2.6325103,83.601,9.905,9.83,1547384572089000,235,3
28270,48.8623902,2.6325106,83.581,9.751,9.91,1547384572144000,235,3
28325,48.8623854,2.6325106,83.59,9.739,9.75,1547384572199000,235,3
28380,48.8623803,2.6325109,83.573,9.908,9.74,1547384572254000,235,3
28435,48.8623752,2.6325113,83.548,9.992,9.91,1547384572309000,235,3
28490,48.8623705,2.6325112,83.545,9.848,9.99,1547384572364000,235,3
28545,48.8623658,2.6325111,83.575,9.789,9.85,1547384572419000,235,3
28600,48.8623607,2.6325116,83.555,9.915,9.79,1547384572474000,235,3
28655,48.8623558,2.6325123,83.546,9.879,9.91,1547384572529000,235,3
28710,48.8623512,2.6325127,83.514,9.639,9.88,1547384572584000,235,3
28765,48.8623464,2.6325129,83.53,9.648,9.64,1547384572639000,235,3
28820,48.8623415,2.6325128,83.552,9.83,9.65,1547384572694000,235,3
28875,48.8623363,2.6325133,83.543,9.988,9.83,1547384572749000,235,3
28930,48.8623312,2.6325138,83.517,10.022,9.99,1547384572804000,235,3
28985,48.8623262,2.6325145,83.532,10.078,10.02,1547384572859000,235,3
29040,48.8623212,2.6325152,83.537,10.103,10.08,1547384572914000,235,3
29095,48.8623161,2.6325159,83.554,10.157,10.1,1547384572969000,235,3
29150,48.862311,2.6325168,83.55,10.251,10.16,1547384573024000,235,3
29205,48.8623057,2.6325176,83.529,10.312,10.25,1547384573079000,235,3
29260,48.8623004,2.6325182,83.512,10.46,10.31,1547384573134000,235,3
29315,48.862295,2.632519,83.535,10.639,10.46,1547384573189000,235,3
29370,48.8622897,2.6325199,83.555,10.673,10.64,1547384573244000,235,3
29425,48.8622844,2.6325205,83.554,10.686,10.67,1547384573299000,235,3
29480,48.8622791,2.6325211,83.55,10.729,10.69,1547384573354000,235,3
29535,48.8622737,2.632522,83.529,10.72,10.73,1547384573409000,235,3
29590,48.8622685,2.6325228,83.492,10.589,10.72,1547384573464000,235,3
29645,48.862263,2.6325238,83.48,10.69,10.59,1547384573519000,235,3
29700,48.8622576,2.6325245,83.447,10.667,10.69,1547384573574000,235,3
29755,48.8622523,2.6325251,83.441,10.643,10.67,1547384573629000,235,3
29810,48.862247,2.6325257,83.467,10.733,10.64,1547384573684000,235,3
29865,48.8622416,2.6325265,83.469,10.799,10.73,1547384573739000,235,3
29920,48.8622363,2.6325274,83.432,10.728,10.8,1547384573794000,235,3
29975,48.8622309,2.6325285,83.426,10.812,10.73,1547384573849000,235,3
30030,48.8622255,2.6325294,83.433,10.863,10.81,1547384573904000,235,3
30085,48.86222,2.6325304,83.438,10.984,10.86,1547384573959000,235,3
30140,48.8622144,2.6325318,83.436,11.092,10.98,1547384574014000,235,3
30195,48.8622089,2.6325326,83.431,11.083,11.09,1547384574069000,235,3
30250,48.8622037,2.6325332,83.497,11.019,11.08,1547384574124000,235,3
30305,48.8621985,2.6325342,83.588,11.045,11.02,1547384574179000,235,3
30360,48.862193,2.6325352,83.614,11.102,11.05,1547384574234000,235,3
30415,48.8621876,2.632536,83.625,11.062,11.1,1547384574289000,235,3
30470,48.8621823,2.6325368,83.699,11.102,11.06,1547384574344000,235,3
30525,48.8621769,2.6325384,83.765,11.212,11.1,1547384574399000,235,3
30580,48.8621713,2.63254,83.764,11.243,11.21,1547384574454000,235,3
30635,48.8621657,2.6325415,83.742,11.247,11.24,1547384574509000,235,3
30690,48.8621603,2.6325431,83.761,11.243,11.25,1547384574564000,235,3
30745,48.8621548,2.6325445,83.766,11.161,11.24,1547384574619000,235,3
30800,48.8621494,2.6325456,83.746,11.077,11.16,1547384574674000,235,3
30855,48.8621437,2.632547,83.732,11.229,11.08,1547384574729000,235,3
30910,48.8621384,2.6325482,83.777,11.142,11.23,1547384574784000,235,3
30965,48.8621331,2.6325491,83.831,11.084,11.14,1547384574839000,235,3
31020,48.8621278,2.6325498,83.836,10.974,11.08,1547384574894000,235,3
31075,48.8621224,2.6325508,83.835,11.01,10.97,1547384574949000,235,3
31130,48.862117,2.6325519,83.833,10.967,11.01,1547384575004000,235,3
31185,48.8621115,2.6325535,83.827,11.062,10.97,1547384575059000,235,3
31240,48.8621059,2.6325549,83.812,11.137,11.06,1547384575114000,235,3
31295,48.8621004,2.6325561,83.798,11.101,11.14,1547384575169000,235,3
31350,48.8620949,2.6325573,83.784,11.108,11.1,1547384575224000,235,3
31405,48.8620896,2.6325585,83.796,11.048,11.11,1547384575279000,235,3
31460,48.8620843,2.6325598,83.779,11.004,11.05,1547384575334000,235,3
31515,48.8620788,2.6325608,83.735,10.943,11,1547384575389000,235,3
31570,48.8620735,2.6325619,83.711,10.888,10.94,1547384575444000,235,3
31625,48.8620679,2.6325632,83.739,11.085,10.89,1547384575499000,235,3
31680,48.8620624,2.6325642,83.733,11.092,11.09,1547384575554000,235,3
31735,48.8620569,2.6325651,83.757,11.12,11.09,1547384575609000,235,3
31790,48.8620514,2.6325664,83.786,11.225,11.12,1547384575664000,235,3
31845,48.8620459,2.6325675,83.861,11.316,11.23,1547384575719000,235,3
31900,48.8620404,2.6325686,83.908,11.353,11.32,1547384575774000,235,3
31955,48.8620346,2.63257,83.906,11.486,11.35,1547384575829000,235,3
32010,48.8620287,2.6325711,83.861,11.488,11.49,1547384575884000,235,3
32065,48.862023,2.6325723,83.849,11.476,11.49,1547384575939000,235,3
32120,48.8620174,2.6325736,83.813,11.411,11.48,1547384575994000,235,3
32175,48.8620116,2.6325749,83.789,11.451,11.41,1547384576049000,235,3
32230,48.862006,2.6325761,83.785,11.379,11.45,1547384576104000,235,3
32285,48.8620002,2.632577,83.726,11.404,11.38,1547384576159000,235,3
32340,48.8619945,2.6325779,83.7,11.378,11.4,1547384576214000,235,3
32395,48.8619891,2.6325794,83.704,11.326,11.38,1547384576269000,235,3
32450,48.8619835,2.6325808,83.697,11.331,11.33,1547384576324000,235,3
32505,48.861978,2.6325822,83.745,11.462,11.33,1547384576379000,235,3
32560,48.8619723,2.6325835,83.776,11.583,11.46,1547384576434000,235,3
32615,48.8619666,2.6325847,83.77,11.57,11.58,1547384576489000,235,3
32670,48.8619608,2.6325856,83.706,11.496,11.57,1547384576544000,235,3
32725,48.8619552,2.6325867,83.692,11.474,11.5,1547384576599000,235,3
32780,48.8619495,2.6325881,83.716,11.618,11.47,1547384576654000,235,3
32835,48.8619438,2.6325893,83.67,11.551,11.62,1547384576709000,235,3
32890,48.861938,2.6325905,83.63,11.577,11.55,1547384576764000,235,3
32945,48.8619322,2.6325915,83.635,11.635,11.58,1547384576819000,235,3
32999,48.8619266,2.6325928,83.635,11.61,11.63,1547384576873000,235,3
33054,48.8619208,2.6325942,83.624,11.692,11.61,1547384576928000,235,3
33109,48.8619149,2.6325957,83.609,11.769,11.69,1547384576983000,235,3
33164,48.8619089,2.632597,83.59,11.871,11.77,1547384577038000,235,3
33219,48.8619031,2.6325979,83.584,11.832,11.87,1547384577093000,235,3
33274,48.8618976,2.6325987,83.618,11.737,11.83,1547384577148000,235,3
33329,48.8618916,2.6325999,83.611,11.836,11.74,1547384577203000,235,3
33384,48.8618857,2.6326012,83.609,11.941,11.84,1547384577258000,235,3
33439,48.8618799,2.6326024,83.603,11.896,11.94,1547384577313000,235,3
33494,48.861874,2.6326033,83.578,11.896,11.9,1547384577368000,235,3
33550,48.861868,2.6326035,83.509,11.872,11.9,1547384577424000,235,3
33604,48.8618622,2.6326044,83.481,11.828,11.87,1547384577478000,235,3
33659,48.8618562,2.6326056,83.447,11.917,11.83,1547384577533000,235,3
33714,48.8618503,2.6326068,83.462,11.959,11.92,1547384577588000,235,3
33770,48.8618445,2.6326081,83.469,11.87,11.96,1547384577644000,235,3
33824,48.8618388,2.632609,83.502,11.862,11.87,1547384577698000,235,3
33879,48.8618325,2.6326098,83.45,12.043,11.86,1547384577753000,235,3
33934,48.8618269,2.6326104,83.511,11.942,12.04,1547384577808000,235,3
33990,48.8618217,2.6326112,83.65,11.705,11.94,1547384577864000,235,3
34045,48.8618162,2.632612,83.73,11.654,11.71,1547384577919000,235,3
34100,48.8618103,2.6326132,83.715,11.71,11.65,1547384577974000,235,3
34155,48.8618045,2.6326148,83.684,11.728,11.71,1547384578029000,235,3
34210,48.8617991,2.6326162,83.761,11.643,11.73,1547384578084000,235,3
34265,48.8617934,2.6326173,83.774,11.61,11.64,1547384578139000,235,3
34320,48.8617878,2.6326183,83.797,11.604,11.61,1547384578194000,235,3
34375,48.8617823,2.6326195,83.877,11.647,11.6,1547384578249000,235,3
34430,48.8617767,2.6326212,83.906,11.624,11.65,1547384578304000,235,3
34485,48.8617711,2.6326227,83.864,11.562,11.62,1547384578359000,235,3
34540,48.8617653,2.6326242,83.793,11.544,11.56,1547384578414000,235,3
34595,48.8617597,2.6326258,83.772,11.519,11.54,1547384578469000,235,3
34650,48.861754,2.632627,83.759,11.489,11.52,1547384578524000,235,3
34705,48.8617485,2.6326282,83.8,11.464,11.49,1547384578579000,235,3
34760,48.8617432,2.6326296,83.851,11.388,11.46,1547384578634000,235,3
34815,48.8617375,2.632631,83.848,11.471,11.39,1547384578689000,235,3
34870,48.8617318,2.6326323,83.808,11.471,11.47,1547384578744000,235,3
34925,48.8617262,2.6326336,83.776,11.4,11.47,1547384578799000,235,3
34980,48.8617206,2.6326346,83.808,11.437,11.4,1547384578854000,235,3
35035,48.8617149,2.6326359,83.789,11.515,11.44,1547384578909000,235,3
35090,48.861709,2.6326374,83.729,11.578,11.51,1547384578964000,235,3
35145,48.8617032,2.6326387,83.707,11.639,11.58,1547384579019000,235,3
35200,48.8616977,2.63264,83.742,11.609,11.64,1547384579074000,235,3
35255,48.8616922,2.6326411,83.714,11.438,11.61,1547384579129000,235,3
35310,48.8616864,2.6326423,83.708,11.513,11.44,1547384579184000,235,3
35365,48.8616809,2.6326437,83.702,11.471,11.51,1547384579239000,235,3
35420,48.8616752,2.6326452,83.68,11.485,11.47,1547384579294000,235,3
35475,48.8616696,2.6326466,83.702,11.489,11.48,1547384579349000,235,3
35530,48.8616642,2.6326482,83.732,11.403,11.49,1547384579404000,235,3
35585,48.861659,2.63265,83.737,11.199,11.4,1547384579459000,235,3
35640,48.8616539,2.6326518,83.729,11.013,11.2,1547384579514000,235,3
35695,48.8616485,2.6326527,83.777,11.12,11.01,1547384579569000,235,3
35750,48.8616429,2.6326538,83.879,11.342,11.12,1547384579624000,235,3
35805,48.8616372,2.6326546,83.888,11.388,11.34,1547384579679000,235,3
35860,48.8616314,2.6326556,83.858,11.467,11.39,1547384579734000,235,3
35915,48.8616257,2.6326568,83.835,11.577,11.47,1547384579789000,235,3
35970,48.8616198,2.6326575,83.774,11.542,11.58,1547384579844000,235,3
36024,48.8616143,2.6326579,83.772,11.47,11.54,1547384579898000,235,3
36079,48.8616083,2.6326586,83.76,11.629,11.47,1547384579953000,235,3
36134,48.8616025,2.6326593,83.75,11.656,11.63,1547384580008000,235,3
36189,48.8615968,2.63266,83.771,11.632,11.66,1547384580063000,235,3
36244,48.861591,2.6326605,83.759,11.658,11.63,1547384580118000,235,3
36299,48.8615851,2.6326611,83.742,11.693,11.66,1547384580173000,235,3
36354,48.8615792,2.6326619,83.715,11.769,11.69,1547384580228000,235,3
36409,48.8615734,2.6326632,83.698,11.713,11.77,1547384580283000,235,3
36464,48.8615672,2.6326642,83.632,11.835,11.71,1547384580338000,235,3
36519,48.861561,2.6326652,83.575,11.974,11.83,1547384580393000,235,3
36575,48.8615549,2.6326661,83.538,12.035,11.97,1547384580449000,235,3
36629,48.8615492,2.6326667,83.571,11.961,12.04,1547384580503000,235,3
36684,48.8615432,2.6326673,83.551,11.914,11.96,1547384580558000,235,3
36739,48.8615373,2.6326684,83.537,11.887,11.91,1547384580613000,235,3
36795,48.8615313,2.6326695,83.494,11.89,11.89,1547384580669000,235,3
36849,48.8615253,2.6326706,83.476,11.954,11.89,1547384580723000,235,3
36904,48.8615192,2.6326718,83.47,12.067,11.95,1547384580778000,235,3
36959,48.8615136,2.6326725,83.481,11.912,12.07,1547384580833000,235,3
37015,48.8615083,2.6326735,83.56,11.717,11.91,1547384580889000,235,3
37070,48.8615025,2.6326749,83.546,11.738,11.72,1547384580944000,235,3
37125,48.8614965,2.6326763,83.492,11.78,11.74,1547384580999000,235,3
37180,48.8614906,2.6326776,83.418,11.707,11.78,1547384581054000,235,3
37235,48.8614846,2.6326788,83.347,11.761,11.71,1547384581109000,235,3
37290,48.8614787,2.6326802,83.393,12.005,11.76,1547384581164000,235,3
37345,48.8614729,2.6326816,83.438,12.069,12.01,1547384581219000,235,3
37400,48.861467,2.6326838,83.518,12.314,12.07,1547384581274000,235,3
37455,48.8614607,2.6326858,83.527,12.623,12.31,1547384581329000,235,3
37510,48.8614546,2.6326871,83.546,12.675,12.62,1547384581384000,235,3
37565,48.8614487,2.6326878,83.578,12.476,12.68,1547384581439000,235,3
37620,48.8614432,2.6326889,83.577,12.063,12.48,1547384581494000,235,3
37675,48.8614374,2.6326908,83.585,11.957,12.06,1547384581549000,235,3
37730,48.8614316,2.6326925,83.565,11.922,11.96,1547384581604000,235,3
37785,48.8614259,2.6326936,83.546,11.797,11.92,1547384581659000,235,3
37840,48.8614201,2.6326954,83.563,11.883,11.8,1547384581714000,235,3
37895,48.8614143,2.632697,83.519,11.78,11.88,1547384581769000,235,3
37950,48.8614085,2.6326985,83.472,11.719,11.78,1547384581824000,235,3
38005,48.8614027,2.6327002,83.472,11.763,11.72,1547384581879000,235,3
38060,48.861397,2.6327016,83.455,11.714,11.76,1547384581934000,235,3
38115,48.8613912,2.6327026,83.449,11.688,11.71,1547384581989000,235,3
38170,48.8613854,2.6327036,83.437,11.748,11.69,1547384582044000,235,3
38225,48.8613798,2.6327048,83.456,11.697,11.75,1547384582099000,235,3
38280,48.8613741,2.6327057,83.439,11.582,11.7,1547384582154000,235,3
38335,48.8613685,2.6327069,83.477,11.605,11.58,1547384582209000,235,3
38390,48.8613628,2.6327082,83.502,11.66,11.6,1547384582264000,235,3
38445,48.8613569,2.6327098,83.481,11.73,11.66,1547384582319000,235,3
38500,48.8613513,2.6327112,83.449,11.56,11.73,1547384582374000,235,3
38555,48.8613456,2.6327124,83.456,11.591,11.56,1547384582429000,235,3
38610,48.8613397,2.6327133,83.455,11.725,11.59,1547384582484000,235,3
38665,48.8613339,2.6327146,83.458,11.715,11.73,1547384582539000,235,3
38720,48.8613283,2.6327163,83.475,11.662,11.72,1547384582594000,235,3
38775,48.8613226,2.6327182,83.461,11.69,11.66,1547384582649000,235,3
38830,48.8613167,2.6327198,83.43,11.738,11.69,1547384582704000,235,3
38885,48.861311,2.6327207,83.435,11.693,11.74,1547384582759000,235,3
38940,48.8613051,2.6327217,83.431,11.78,11.69,1547384582814000,235,3
38994,48.8612994,2.6327228,83.456,11.785,11.78,1547384582868000,235,3
39049,48.8612937,2.6327239,83.445,11.678,11.78,1547384582923000,235,3
39104,48.861288,2.6327248,83.452,11.643,11.68,1547384582978000,235,3
39159,48.8612824,2.6327256,83.451,11.552,11.64,1547384583033000,235,3
39214,48.8612768,2.6327262,83.475,11.486,11.55,1547384583088000,235,3
39269,48.8612711,2.6327271,83.497,11.562,11.49,1547384583143000,235,3
39324,48.8612654,2.6327277,83.472,11.547,11.56,1547384583198000,235,3
39379,48.8612599,2.6327282,83.488,11.431,11.55,1547384583253000,235,3
39434,48.8612545,2.6327289,83.525,11.392,11.43,1547384583308000,235,3
39489,48.8612489,2.6327296,83.534,11.402,11.39,1547384583363000,235,3
39545,48.8612432,2.6327305,83.528,11.414,11.4,1547384583419000,235,3
39599,48.8612375,2.6327314,83.501,11.395,11.41,1547384583473000,235,3
39654,48.8612321,2.6327318,83.5,11.217,11.39,1547384583528000,235,3
39709,48.8612267,2.6327324,83.506,11.15,11.22,1547384583583000,235,3
39765,48.8612211,2.6327332,83.498,11.237,11.15,1547384583639000,235,3
39819,48.8612154,2.6327343,83.477,11.277,11.24,1547384583693000,235,3
39874,48.8612099,2.6327352,83.464,11.222,11.28,1547384583748000,235,3
39929,48.8612043,2.6327358,83.434,11.225,11.22,1547384583803000,235,3
