Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
39985,48.8611988,2.6327362,83.483,11.248,11.23,1547384583859000,235,3
40040,48.8611931,2.6327367,83.48,11.283,11.25,1547384583914000,235,3
40095,48.8611876,2.6327371,83.444,11.167,11.28,1547384583969000,235,3
40150,48.8611821,2.6327376,83.411,11.028,11.17,1547384584024000,235,3
40205,48.8611766,2.6327385,83.4,11.074,11.03,1547384584079000,235,3
40260,48.8611707,2.6327391,83.358,11.263,11.07,1547384584134000,235,3
40315,48.8611651,2.6327395,83.328,11.217,11.26,1547384584189000,235,3
40370,48.8611596,2.63274,83.318,11.118,11.22,1547384584244000,235,3
40425,48.8611542,2.6327406,83.347,11.16,11.12,1547384584299000,235,3
40480,48.8611486,2.6327414,83.344,11.211,11.16,1547384584354000,235,3
40535,48.8611431,2.6327418,83.351,11.148,11.21,1547384584409000,235,3
40590,48.8611377,2.6327418,83.362,11.108,11.15,1547384584464000,235,3
40645,48.8611321,2.6327416,83.342,11.137,11.11,1547384584519000,235,3
40700,48.8611264,2.6327422,83.333,11.219,11.14,1547384584574000,235,3
40755,48.8611209,2.632743,83.335,11.13,11.22,1547384584629000,235,3
40810,48.8611151,2.6327436,83.312,11.19,11.13,1547384584684000,235,3
40865,48.8611093,2.632744,83.299,11.206,11.19,1547384584739000,235,3
40920,48.8611038,2.6327445,83.309,11.173,11.21,1547384584794000,235,3
40975,48.8610982,2.6327448,83.291,11.167,11.17,1547384584849000,235,3
41030,48.8610925,2.632745,83.269,11.228,11.17,1547384584904000,235,3
41085,48.861087,2.6327452,83.27,11.177,11.23,1547384584959000,235,3
41140,48.8610816,2.6327455,83.286,11.084,11.18,1547384585014000,235,3
41195,48.8610762,2.632746,83.338,11.14,11.08,1547384585069000,235,3
41250,48.8610707,2.6327466,83.358,11.159,11.14,1547384585124000,235,3
41305,48.8610652,2.6327468,83.348,11.08,11.16,1547384585179000,235,3
41360,48.86106,2.6327469,83.357,10.931,11.08,1547384585234000,235,3
41415,48.8610547,2.6327474,83.368,10.893,10.93,1547384585289000,235,3
41470,48.8610492,2.6327481,83.361,10.951,10.89,1547384585344000,235,3
41525,48.8610438,2.6327486,83.348,10.856,10.95,1547384585399000,235,3
41580,48.8610385,2.632749,83.375,10.875,10.86,1547384585454000,235,3
41635,48.861033,2.6327495,83.382,11.008,10.88,1547384585509000,235,3
41690,48.8610275,2.6327502,83.381,11.038,11.01,1547384585564000,235,3
41745,48.8610221,2.6327511,83.402,11.038,11.04,1547384585619000,235,3
41800,48.8610166,2.6327518,83.373,11.002,11.04,1547384585674000,235,3
41855,48.8610112,2.6327525,83.35,10.975,11,1547384585729000,235,3
41910,48.8610058,2.6327533,83.333,10.917,10.98,1547384585784000,235,3
41965,48.8610003,2.6327541,83.3,10.92,10.92,1547384585839000,235,3
42019,48.860995,2.6327548,83.289,10.867,10.92,1547384585893000,235,3
42074,48.8609896,2.6327554,83.271,10.886,10.87,1547384585948000,235,3
42129,48.8609842,2.6327561,83.285,10.923,10.89,1547384586003000,235,3
42184,48.8609788,2.6327567,83.265,10.936,10.92,1547384586058000,235,3
42239,48.8609734,2.6327573,83.248,10.912,10.94,1547384586113000,235,3
42294,48.8609679,2.6327581,83.253,11.04,10.91,1547384586168000,235,3
42349,48.8609624,2.6327589,83.265,11.065,11.04,1547384586223000,235,3
42404,48.8609571,2.6327594,83.255,10.985,11.07,1547384586278000,235,3
42459,48.8609517,2.6327597,83.243,10.913,10.99,1547384586333000,235,3
42514,48.8609462,2.6327604,83.227,10.961,10.91,1547384586388000,235,3
42570,48.8609407,2.6327609,83.19,10.924,10.96,1547384586444000,235,3
42624,48.8609353,2.6327614,83.18,10.942,10.92,1547384586498000,235,3
42679,48.8609299,2.6327617,83.195,10.982,10.94,1547384586553000,235,3
42734,48.8609245,2.6327618,83.227,10.993,10.98,1547384586608000,235,3
42790,48.8609193,2.6327621,83.23,10.909,10.99,1547384586664000,235,3
42844,48.860914,2.6327626,83.236,10.814,10.91,1547384586718000,235,3
42899,48.8609087,2.632763,83.228,10.82,10.81,1547384586773000,235,3
42954,48.8609034,2.6327633,83.237,10.815,10.82,1547384586828000,235,3
43010,48.8608982,2.6327634,83.288,10.835,10.81,1547384586884000,235,3
43065,48.860893,2.6327632,83.337,10.867,10.83,1547384586939000,235,3
43120,48.8608876,2.6327633,83.372,10.97,10.87,1547384586994000,235,3
43175,48.860882,2.6327641,83.385,11.13,10.97,1547384587049000,235,3
43230,48.8608768,2.6327643,83.419,11.074,11.13,1547384587104000,235,3
43285,48.8608716,2.6327643,83.472,11.051,11.07,1547384587159000,235,3
43340,48.8608663,2.6327644,83.528,11.022,11.05,1547384587214000,235,3
43395,48.8608613,2.6327648,83.607,10.912,11.02,1547384587269000,235,3
43450,48.860856,2.6327649,83.599,10.847,10.91,1547384587324000,235,3
43505,48.8608503,2.6327655,83.591,11.026,10.85,1547384587379000,235,3
43560,48.860845,2.6327658,83.595,10.958,11.03,1547384587434000,235,3
43615,48.8608398,2.6327661,83.587,10.778,10.96,1547384587489000,235,3
43670,48.8608347,2.632766,83.589,10.616,10.78,1547384587544000,235,3
43725,48.8608296,2.6327663,83.618,10.552,10.62,1547384587599000,235,3
43780,48.8608245,2.6327667,83.63,10.491,10.55,1547384587654000,235,3
43835,48.8608193,2.632767,83.595,10.409,10.49,1547384587709000,235,3
43890,48.8608141,2.6327672,83.584,10.459,10.41,1547384587764000,235,3
43945,48.8608089,2.6327673,83.6,10.546,10.46,1547384587819000,235,3
44000,48.8608037,2.6327675,83.583,10.47,10.55,1547384587874000,235,3
44055,48.8607987,2.6327677,83.532,10.284,10.47,1547384587929000,235,3
44110,48.8607935,2.6327678,83.467,10.219,10.28,1547384587984000,235,3
44165,48.8607882,2.6327678,83.429,10.324,10.22,1547384588039000,235,3
44220,48.8607832,2.6327675,83.435,10.312,10.32,1547384588094000,235,3
44275,48.8607781,2.6327672,83.462,10.349,10.31,1547384588149000,235,3
44330,48.860773,2.6327671,83.482,10.391,10.35,1547384588204000,235,3
44385,48.8607678,2.6327671,83.475,10.459,10.39,1547384588259000,235,3
44440,48.8607625,2.6327673,83.448,10.489,10.46,1547384588314000,235,3
44495,48.8607572,2.6327672,83.43,10.527,10.49,1547384588369000,235,3
44550,48.860752,2.6327671,83.44,10.601,10.53,1547384588424000,235,3
44605,48.860747,2.6327672,83.48,10.543,10.6,1547384588479000,235,3
44660,48.8607419,2.6327672,83.508,10.501,10.54,1547384588534000,235,3
44715,48.8607367,2.6327672,83.461,10.437,10.5,1547384588589000,235,3
44770,48.8607315,2.6327674,83.436,10.396,10.44,1547384588644000,235,3
44825,48.8607264,2.6327676,83.45,10.431,10.4,1547384588699000,235,3
44880,48.8607211,2.6327679,83.453,10.51,10.43,1547384588754000,235,3
44935,48.8607158,2.6327682,83.41,10.495,10.51,1547384588809000,235,3
44989,48.8607108,2.6327683,83.355,10.257,10.49,1547384588863000,235,3
45044,48.8607057,2.6327682,83.329,10.223,10.26,1547384588918000,235,3
45099,48.8607005,2.6327685,83.341,10.389,10.22,1547384588973000,235,3
45154,48.8606953,2.6327685,83.355,10.433,10.39,1547384589028000,235,3
45209,48.8606902,2.6327685,83.358,10.439,10.43,1547384589083000,235,3
45264,48.8606851,2.6327687,83.376,10.482,10.44,1547384589138000,235,3
45319,48.8606796,2.6327688,83.353,10.638,10.48,1547384589193000,235,3
45374,48.8606741,2.6327691,83.34,10.846,10.64,1547384589248000,235,3
45429,48.8606685,2.6327695,83.35,11.042,10.85,1547384589303000,235,3
45484,48.8606632,2.6327699,83.389,10.983,11.04,1547384589358000,235,3
45540,48.8606579,2.6327705,83.396,10.904,10.98,1547384589414000,235,3
45594,48.8606526,2.6327714,83.376,10.819,10.9,1547384589468000,235,3
45649,48.8606473,2.6327724,83.364,10.782,10.82,1547384589523000,235,3
45704,48.8606421,2.6327738,83.39,10.82,10.78,1547384589578000,235,3
45760,48.860637,2.6327753,83.43,10.799,10.82,1547384589634000,235,3
45814,48.8606321,2.6327767,83.452,10.579,10.8,1547384589688000,235,3
45869,48.8606274,2.6327781,83.44,10.287,10.58,1547384589743000,235,3
45924,48.8606224,2.632779,83.398,10.172,10.29,1547384589798000,235,3
45980,48.8606174,2.63278,83.394,10.274,10.17,1547384589854000,235,3
46035,48.8606125,2.6327812,83.394,10.318,10.27,1547384589909000,235,3
46090,48.8606077,2.6327821,83.371,10.091,10.32,1547384589964000,235,3
46145,48.8606029,2.6327829,83.321,9.938,10.09,1547384590019000,235,3
46200,48.8605978,2.632784,83.257,10.032,9.94,1547384590074000,235,3
46255,48.8605924,2.6327853,83.236,10.348,10.03,1547384590129000,235,3
46310,48.8605872,2.632786,83.233,10.459,10.35,1547384590184000,235,3
46365,48.8605823,2.6327867,83.263,10.449,10.46,1547384590239000,235,3
46420,48.8605774,2.6327876,83.305,10.403,10.45,1547384590294000,235,3
46475,48.8605723,2.6327885,83.287,10.389,10.4,1547384590349000,235,3
46530,48.8605674,2.632789,83.301,10.263,10.39,1547384590404000,235,3
46585,48.8605624,2.6327899,83.316,10.293,10.26,1547384590459000,235,3
46640,48.8605572,2.6327911,83.264,10.457,10.29,1547384590514000,235,3
46695,48.8605518,2.632792,83.212,10.58,10.46,1547384590569000,235,3
46750,48.8605467,2.6327926,83.2,10.551,10.58,1547384590624000,235,3
46805,48.8605418,2.632793,83.261,10.425,10.55,1547384590679000,235,3
46860,48.8605368,2.632794,83.292,10.386,10.43,1547384590734000,235,3
46915,48.8605317,2.6327948,83.28,10.368,10.39,1547384590789000,235,3
46970,48.8605264,2.6327956,83.267,10.514,10.37,1547384590844000,235,3
47025,48.8605213,2.6327965,83.268,10.456,10.51,1547384590899000,235,3
47080,48.860516,2.6327973,83.273,10.631,10.46,1547384590954000,235,3
47135,48.8605107,2.6327979,83.333,10.781,10.63,1547384591009000,235,3
47190,48.8605056,2.6327983,83.357,10.649,10.78,1547384591064000,235,3
47245,48.8605006,2.6327989,83.339,10.409,10.65,1547384591119000,235,3
47300,48.8604956,2.6327999,83.351,10.334,10.41,1547384591174000,235,3
47355,48.8604907,2.6328009,83.375,10.285,10.33,1547384591229000,235,3
47410,48.8604856,2.6328017,83.395,10.298,10.29,1547384591284000,235,3
47465,48.8604806,2.6328027,83.364,10.194,10.3,1547384591339000,235,3
47520,48.8604758,2.6328039,83.385,10.116,10.19,1547384591394000,235,3
47575,48.8604708,2.6328053,83.369,10.07,10.12,1547384591449000,235,3
47630,48.8604658,2.6328066,83.352,10.104,10.07,1547384591504000,235,3
47685,48.8604606,2.6328078,83.317,10.175,10.1,1547384591559000,235,3
47740,48.8604555,2.6328091,83.302,10.266,10.18,1547384591614000,235,3
47795,48.8604502,2.63281,83.287,10.351,10.27,1547384591669000,235,3
47850,48.8604448,2.6328106,83.257,10.451,10.35,1547384591724000,235,3
47905,48.8604396,2.6328112,83.257,10.477,10.45,1547384591779000,235,3
47960,48.8604345,2.6328123,83.28,10.516,10.48,1547384591834000,235,3
48014,48.8604295,2.6328139,83.289,10.456,10.52,1547384591888000,235,3
48069,48.8604246,2.6328152,83.308,10.352,10.46,1547384591943000,235,3
48124,48.8604194,2.6328161,83.294,10.4,10.35,1547384591998000,235,3
48179,48.8604142,2.6328168,83.331,10.544,10.4,1547384592053000,235,3
48234,48.8604093,2.6328173,83.38,10.457,10.54,1547384592108000,235,3
48289,48.8604044,2.632818,83.442,10.44,10.46,1547384592163000,235,3
48344,48.8603995,2.632819,83.518,10.39,10.44,1547384592218000,235,3
48399,48.8603947,2.6328199,83.534,10.243,10.39,1547384592273000,235,3
48454,48.8603896,2.6328208,83.537,10.266,10.24,1547384592328000,235,3
48509,48.8603847,2.6328216,83.56,10.181,10.27,1547384592383000,235,3
48565,48.8603799,2.6328223,83.626,10.216,10.18,1547384592439000,235,3
48619,48.8603748,2.6328234,83.64,10.278,10.22,1547384592493000,235,3
48674,48.8603696,2.6328243,83.595,10.26,10.28,1547384592548000,235,3
48729,48.8603647,2.632825,83.599,10.2,10.26,1547384592603000,235,3
48785,48.8603598,2.6328257,83.585,10.031,10.2,1547384592659000,235,3
48839,48.860355,2.6328263,83.584,9.929,10.03,1547384592713000,235,3
48894,48.8603501,2.6328266,83.583,9.872,9.93,1547384592768000,235,3
48949,48.8603452,2.6328275,83.567,9.889,9.87,1547384592823000,235,3
49005,48.8603403,2.6328283,83.553,9.867,9.89,1547384592879000,235,3
49060,48.8603353,2.6328291,83.522,9.889,9.87,1547384592934000,235,3
49115,48.8603305,2.6328295,83.494,9.806,9.89,1547384592989000,235,3
49170,48.8603258,2.6328296,83.484,9.668,9.81,1547384593044000,235,3
49225,48.8603208,2.6328299,83.481,9.836,9.67,1547384593099000,235,3
49280,48.8603158,2.6328303,83.501,9.916,9.84,1547384593154000,235,3
49335,48.8603109,2.6328307,83.514,9.939,9.92,1547384593209000,235,3
49390,48.860306,2.6328313,83.54,10.021,9.94,1547384593264000,235,3
49445,48.8603012,2.632832,83.566,9.947,10.02,1547384593319000,235,3
49500,48.8602963,2.6328326,83.565,9.891,9.95,1547384593374000,235,3
49555,48.8602914,2.632833,83.556,9.884,9.89,1547384593429000,235,3
49610,48.8602864,2.6328334,83.56,9.983,9.88,1547384593484000,235,3
49665,48.8602814,2.6328339,83.577,10.04,9.98,1547384593539000,235,3
49720,48.8602763,2.6328341,83.546,10.097,10.04,1547384593594000,235,3
49775,48.8602714,2.6328342,83.564,9.995,10.1,1547384593649000,235,3
49830,48.8602666,2.6328345,83.594,9.958,10,1547384593704000,235,3
49885,48.8602614,2.6328351,83.564,10.065,9.96,1547384593759000,235,3
49940,48.8602563,2.6328356,83.532,10.116,10.06,1547384593814000,235,3
49995,48.8602513,2.6328357,83.545,10.113,10.12,1547384593869000,235,3
50050,48.8602462,2.632836,83.517,10.119,10.11,1547384593924000,235,3
50105,48.8602413,2.6328362,83.527,10.121,10.12,1547384593979000,235,3
50160,48.8602363,2.6328361,83.515,10.066,10.12,1547384594034000,235,3
50215,48.8602314,2.6328359,83.499,9.974,10.07,1547384594089000,235,3
50270,48.8602265,2.6328359,83.478,9.926,9.97,1547384594144000,235,3
50325,48.8602215,2.6328364,83.486,9.974,9.93,1547384594199000,235,3
50380,48.8602163,2.6328367,83.474,10.131,9.97,1547384594254000,235,3
50435,48.8602111,2.6328369,83.451,10.252,10.13,1547384594309000,235,3
50490,48.8602062,2.6328372,83.482,10.222,10.25,1547384594364000,235,3
50545,48.8602012,2.6328373,83.494,10.181,10.22,1547384594419000,235,3
50600,48.8601962,2.6328373,83.503,10.164,10.18,1547384594474000,235,3
50655,48.8601912,2.6328371,83.513,10.175,10.16,1547384594529000,235,3
50710,48.8601863,2.632837,83.553,10.192,10.17,1547384594584000,235,3
50765,48.8601812,2.6328371,83.536,10.18,10.19,1547384594639000,235,3
50820,48.8601762,2.6328375,83.554,10.19,10.18,1547384594694000,235,3
50875,48.8601712,2.6328378,83.524,10.087,10.19,1547384594749000,235,3
50930,48.8601663,2.6328381,83.52,10.058,10.09,1547384594804000,235,3
50984,48.8601613,2.6328381,83.523,10.087,10.06,1547384594858000,235,3
51039,48.8601563,2.6328379,83.532,10.074,10.09,1547384594913000,235,3
51094,48.8601514,2.6328377,83.514,9.993,10.07,1547384594968000,235,3
51149,48.8601465,2.6328377,83.485,9.882,9.99,1547384595023000,235,3
51204,48.8601416,2.6328376,83.458,9.842,9.88,1547384595078000,235,3
51259,48.8601366,2.6328375,83.432,9.873,9.84,1547384595133000,235,3
51314,48.8601316,2.6328373,83.438,9.922,9.87,1547384595188000,235,3
51369,48.8601268,2.6328371,83.42,9.862,9.92,1547384595243000,235,3
51424,48.8601219,2.6328369,83.422,9.917,9.86,1547384595298000,235,3
51479,48.860117,2.6328364,83.418,9.881,9.92,1547384595353000,235,3
51535,48.8601123,2.6328359,83.394,9.76,9.88,1547384595409000,235,3
51589,48.8601074,2.6328355,83.38,9.739,9.76,1547384595463000,235,3
51644,48.8601025,2.6328351,83.372,9.8,9.74,1547384595518000,235,3
51699,48.8600976,2.6328348,83.351,9.882,9.8,1547384595573000,235,3
51755,48.8600928,2.6328343,83.372,9.863,9.88,1547384595629000,235,3
51809,48.8600882,2.6328338,83.42,9.767,9.86,1547384595683000,235,3
51864,48.8600835,2.6328331,83.423,9.753,9.77,1547384595738000,235,3
51919,48.8600784,2.6328326,83.399,9.864,9.75,1547384595793000,235,3
51975,48.8600737,2.6328322,83.411,9.772,9.86,1547384595849000,235,3
52030,48.8600693,2.6328314,83.473,9.672,9.77,1547384595904000,235,3
52085,48.8600645,2.6328309,83.482,9.714,9.67,1547384595959000,235,3
52140,48.8600595,2.6328307,83.462,9.805,9.71,1547384596014000,235,3
52195,48.8600544,2.6328306,83.424,9.885,9.81,1547384596069000,235,3
52250,48.8600495,2.6328302,83.439,9.933,9.88,1547384596124000,235,3
52305,48.8600448,2.6328295,83.515,9.953,9.93,1547384596179000,235,3
52360,48.8600401,2.632829,83.553,9.872,9.95,1547384596234000,235,3
52415,48.8600357,2.6328286,83.588,9.634,9.87,1547384596289000,235,3
52470,48.8600313,2.6328283,83.635,9.456,9.63,1547384596344000,235,3
52525,48.8600266,2.6328278,83.615,9.432,9.46,1547384596399000,235,3
52580,48.8600221,2.632827,83.634,9.377,9.43,1547384596454000,235,3
52635,48.8600178,2.6328268,83.675,9.231,9.38,1547384596509000,235,3
52690,48.8600134,2.6328266,83.654,9.023,9.23,1547384596564000,235,3
52745,48.8600089,2.6328261,83.632,8.995,9.02,1547384596619000,235,3
52800,48.8600044,2.6328255,83.646,9.081,9,1547384596674000,235,3
52855,48.8599999,2.6328251,83.708,9.206,9.08,1547384596729000,235,3
52910,48.8599953,2.6328244,83.726,9.291,9.21,1547384596784000,235,3
52965,48.8599908,2.6328236,83.743,9.236,9.29,1547384596839000,235,3
53020,48.8599865,2.6328231,83.767,9.062,9.24,1547384596894000,235,3
53075,48.8599821,2.6328226,83.745,8.958,9.06,1547384596949000,235,3
53130,48.8599777,2.6328217,83.73,8.909,8.96,1547384597004000,235,3
53185,48.8599736,2.632821,83.755,8.773,8.91,1547384597059000,235,3
53240,48.8599697,2.6328202,83.794,8.587,8.77,1547384597114000,235,3
53295,48.8599655,2.6328194,83.796,8.509,8.59,1547384597169000,235,3
53350,48.8599614,2.6328185,83.782,8.433,8.51,1547384597224000,235,3
53405,48.8599574,2.6328176,83.804,8.373,8.43,1547384597279000,235,3
53460,48.8599535,2.6328168,83.829,8.297,8.37,1547384597334000,235,3
53515,48.8599496,2.632816,83.825,8.149,8.3,1547384597389000,235,3
53570,48.8599455,2.632815,83.791,8.117,8.15,1547384597444000,235,3
53625,48.8599416,2.6328135,83.777,8.088,8.12,1547384597499000,235,3
53680,48.8599378,2.632812,83.748,7.963,8.09,1547384597554000,235,3
53735,48.8599342,2.6328107,83.76,7.871,7.96,1547384597609000,235,3
53790,48.8599306,2.6328095,83.792,7.793,7.87,1547384597664000,235,3
53845,48.8599269,2.6328077,83.782,7.824,7.79,1547384597719000,235,3
53900,48.8599235,2.6328055,83.783,7.745,7.82,1547384597774000,235,3
53955,48.85992,2.632804,83.796,7.578,7.75,1547384597829000,235,3
54010,48.8599166,2.6328024,83.817,7.52,7.58,1547384597884000,235,3
54065,48.8599132,2.6328003,83.841,7.476,7.52,1547384597939000,235,3
54120,48.85991,2.6327983,83.866,7.385,7.48,1547384597994000,235,3
54175,48.8599066,2.6327967,83.852,7.286,7.39,1547384598049000,235,3
54230,48.859903,2.6327949,83.824,7.369,7.29,1547384598104000,235,3
54285,48.8598996,2.6327932,83.82,7.272,7.37,1547384598159000,235,3
54340,48.8598964,2.6327913,83.815,7.175,7.27,1547384598214000,235,3
54395,48.8598932,2.6327895,83.82,7.112,7.18,1547384598269000,235,3
54450,48.8598898,2.6327877,83.795,7.175,7.11,1547384598324000,235,3
54505,48.8598865,2.6327858,83.795,7.22,7.18,1547384598379000,235,3
54560,48.8598832,2.632784,83.812,7.337,7.22,1547384598434000,235,3
54615,48.85988,2.632782,83.84,7.309,7.34,1547384598489000,235,3
54670,48.8598768,2.6327801,83.859,7.264,7.31,1547384598544000,235,3
54725,48.8598735,2.6327783,83.857,7.188,7.26,1547384598599000,235,3
54780,48.8598703,2.6327766,83.86,7.163,7.19,1547384598654000,235,3
54835,48.859867,2.632775,83.885,7.183,7.16,1547384598709000,235,3
54890,48.8598637,2.6327732,83.885,7.155,7.18,1547384598764000,235,3
54945,48.8598604,2.6327716,83.92,7.103,7.16,1547384598819000,235,3
54999,48.8598571,2.6327698,83.941,7.075,7.1,1547384598873000,235,3
55054,48.859854,2.632768,83.959,7.017,7.08,1547384598928000,235,3
55109,48.8598508,2.632766,83.941,6.931,7.02,1547384598983000,235,3
55164,48.8598477,2.6327642,83.917,6.806,6.93,1547384599038000,235,3
55219,48.8598447,2.6327623,83.914,6.757,6.81,1547384599093000,235,3
55274,48.8598417,2.6327604,83.928,6.672,6.76,1547384599148000,235,3
55329,48.8598388,2.6327586,83.928,6.565,6.67,1547384599203000,235,3
55384,48.8598357,2.6327568,83.93,6.571,6.56,1547384599258000,235,3
55439,48.8598329,2.6327549,83.923,6.482,6.57,1547384599313000,235,3
55494,48.85983,2.6327528,83.904,6.445,6.48,1547384599368000,235,3
55550,48.8598271,2.6327508,83.909,6.447,6.45,1547384599424000,235,3
55604,48.8598241,2.632749,83.907,6.378,6.45,1547384599478000,235,3
55659,48.8598212,2.632747,83.894,6.383,6.38,1547384599533000,235,3
55714,48.8598182,2.6327451,83.903,6.421,6.38,1547384599588000,235,3
55770,48.8598151,2.6327433,83.913,6.453,6.42,1547384599644000,235,3
55824,48.859812,2.6327417,83.921,6.466,6.45,1547384599698000,235,3
55879,48.8598091,2.6327398,83.936,6.441,6.47,1547384599753000,235,3
55934,48.8598064,2.6327379,83.942,6.331,6.44,1547384599808000,235,3
