Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
9845,48.8634726,2.6324587,83.289,5.697,5.67,1547385604990000,159,3
9899,48.86347,2.632457,83.32,5.707,5.7,1547385605044000,159,3
9954,48.8634672,2.6324555,83.34,5.832,5.71,1547385605099000,159,3
10009,48.8634644,2.6324541,83.323,5.833,5.83,1547385605154000,159,3
10065,48.8634616,2.6324525,83.324,5.859,5.83,1547385605210000,159,3
10120,48.8634587,2.6324511,83.316,5.862,5.86,1547385605265000,159,3
10175,48.8634558,2.6324498,83.307,5.887,5.86,1547385605320000,159,3
10230,48.8634529,2.6324482,83.282,5.986,5.89,1547385605375000,159,3
10285,48.8634503,2.6324466,83.311,5.835,5.99,1547385605430000,159,3
10340,48.8634476,2.6324452,83.336,5.789,5.83,1547385605485000,159,3
10395,48.8634447,2.6324438,83.348,5.919,5.79,1547385605540000,159,3
10450,48.8634419,2.6324424,83.354,5.985,5.92,1547385605595000,159,3
10505,48.8634391,2.6324409,83.36,5.965,5.99,1547385605650000,159,3
10560,48.8634364,2.6324393,83.38,5.905,5.97,1547385605705000,159,3
10615,48.8634334,2.6324379,83.358,6.048,5.91,1547385605760000,159,3
10670,48.8634305,2.6324365,83.312,5.952,6.05,1547385605815000,159,3
10725,48.863428,2.6324349,83.279,5.714,5.95,1547385605870000,159,3
10780,48.8634252,2.6324334,83.239,5.729,5.71,1547385605925000,159,3
10835,48.8634223,2.6324318,83.234,5.92,5.73,1547385605980000,159,3
10890,48.8634195,2.6324302,83.232,6.028,5.92,1547385606035000,159,3
10945,48.8634166,2.6324285,83.254,6.102,6.03,1547385606090000,159,3
11000,48.8634139,2.6324267,83.263,6.103,6.1,1547385606145000,159,3
11055,48.8634112,2.6324248,83.258,6.009,6.1,1547385606200000,159,3
11110,48.8634084,2.6324229,83.266,6.051,6.01,1547385606255000,159,3
11165,48.8634056,2.6324209,83.278,6.173,6.05,1547385606310000,159,3
11220,48.8634027,2.6324191,83.27,6.173,6.17,1547385606365000,159,3
11275,48.8633998,2.6324174,83.255,6.187,6.17,1547385606420000,159,3
11330,48.8633969,2.6324156,83.278,6.23,6.19,1547385606475000,159,3
11385,48.8633941,2.6324138,83.322,6.185,6.23,1547385606530000,159,3
11440,48.8633913,2.6324121,83.363,6.169,6.18,1547385606585000,159,3
11495,48.8633884,2.6324104,83.408,6.184,6.17,1547385606640000,159,3
11550,48.8633854,2.6324087,83.415,6.326,6.18,1547385606695000,159,3
11605,48.8633825,2.6324068,83.419,6.29,6.33,1547385606750000,159,3
11660,48.8633796,2.6324051,83.407,6.142,6.29,1547385606805000,159,3
11715,48.8633769,2.6324034,83.4,6.072,6.14,1547385606860000,159,3
11770,48.863374,2.6324016,83.412,6.172,6.07,1547385606915000,159,3
11825,48.8633711,2.6323998,83.442,6.222,6.17,1547385606970000,159,3
11880,48.8633682,2.6323982,83.471,6.281,6.22,1547385607025000,159,3
11935,48.8633653,2.6323967,83.507,6.249,6.28,1547385607080000,159,3
11990,48.8633624,2.6323949,83.497,6.251,6.25,1547385607135000,159,3
12044,48.8633593,2.6323933,83.496,6.343,6.25,1547385607189000,159,3
12099,48.8633561,2.6323919,83.48,6.416,6.34,1547385607244000,159,3
12154,48.8633532,2.6323903,83.475,6.342,6.42,1547385607299000,159,3
12209,48.8633502,2.6323889,83.459,6.327,6.34,1547385607354000,159,3
12264,48.863347,2.6323873,83.441,6.44,6.33,1547385607409000,159,3
12319,48.8633437,2.6323859,83.411,6.546,6.44,1547385607464000,159,3
12374,48.8633404,2.6323845,83.396,6.653,6.55,1547385607519000,159,3
12429,48.8633375,2.6323826,83.385,6.613,6.65,1547385607574000,159,3
12484,48.8633343,2.6323811,83.369,6.595,6.61,1547385607629000,159,3
12539,48.8633311,2.6323795,83.376,6.694,6.59,1547385607684000,159,3
12595,48.8633281,2.6323778,83.417,6.72,6.69,1547385607740000,159,3
12649,48.863325,2.6323762,83.468,6.691,6.72,1547385607794000,159,3
12704,48.8633218,2.6323747,83.49,6.742,6.69,1547385607849000,159,3
12759,48.8633186,2.6323733,83.499,6.753,6.74,1547385607904000,159,3
12815,48.8633152,2.632372,83.483,6.806,6.75,1547385607960000,159,3
12869,48.863312,2.6323705,83.492,6.841,6.81,1547385608014000,159,3
12924,48.8633088,2.632369,83.513,6.82,6.84,1547385608069000,159,3
12979,48.8633053,2.6323679,83.517,6.915,6.82,1547385608124000,159,3
13035,48.8633019,2.6323668,83.51,6.979,6.91,1547385608180000,159,3
13090,48.8632986,2.6323657,83.537,6.941,6.98,1547385608235000,159,3
13145,48.8632952,2.6323649,83.571,6.941,6.94,1547385608290000,159,3
13200,48.8632918,2.6323642,83.58,6.889,6.94,1547385608345000,159,3
13255,48.8632885,2.6323634,83.574,6.877,6.89,1547385608400000,159,3
13310,48.863285,2.6323624,83.56,6.975,6.88,1547385608455000,159,3
13365,48.8632817,2.6323613,83.554,6.937,6.98,1547385608510000,159,3
13420,48.8632783,2.63236,83.556,6.962,6.94,1547385608565000,159,3
13475,48.8632751,2.6323587,83.562,6.911,6.96,1547385608620000,159,3
13530,48.8632717,2.6323574,83.555,6.872,6.91,1547385608675000,159,3
13585,48.8632684,2.6323562,83.547,6.89,6.87,1547385608730000,159,3
13640,48.8632649,2.6323549,83.543,6.978,6.89,1547385608785000,159,3
13695,48.8632612,2.6323536,83.522,7.291,6.98,1547385608840000,159,3
13750,48.8632577,2.6323523,83.493,7.22,7.29,1547385608895000,159,3
13805,48.8632542,2.6323511,83.476,7.169,7.22,1547385608950000,159,3
13860,48.8632506,2.6323498,83.47,7.309,7.17,1547385609005000,159,3
13915,48.8632469,2.6323485,83.454,7.448,7.31,1547385609060000,159,3
13970,48.8632432,2.6323472,83.458,7.515,7.45,1547385609115000,159,3
14025,48.8632395,2.632346,83.473,7.632,7.52,1547385609170000,159,3
14080,48.8632359,2.6323447,83.486,7.639,7.63,1547385609225000,159,3
14135,48.8632323,2.6323434,83.48,7.581,7.64,1547385609280000,159,3
14190,48.8632286,2.6323422,83.465,7.519,7.58,1547385609335000,159,3
14245,48.8632249,2.6323411,83.448,7.528,7.52,1547385609390000,159,3
14300,48.8632213,2.63234,83.481,7.561,7.53,1547385609445000,159,3
14355,48.8632176,2.6323387,83.502,7.662,7.56,1547385609500000,159,3
14410,48.8632138,2.6323374,83.502,7.73,7.66,1547385609555000,159,3
14465,48.8632101,2.6323358,83.495,7.768,7.73,1547385609610000,159,3
14520,48.8632063,2.6323346,83.495,7.761,7.77,1547385609665000,159,3
14575,48.8632026,2.6323341,83.517,7.664,7.76,1547385609720000,159,3
14630,48.8631988,2.6323332,83.514,7.745,7.66,1547385609775000,159,3
14685,48.8631951,2.6323322,83.507,7.64,7.75,1547385609830000,159,3
14740,48.8631912,2.6323314,83.458,7.7,7.64,1547385609885000,159,3
14795,48.8631872,2.6323308,83.447,7.854,7.7,1547385609940000,159,3
14850,48.8631833,2.6323299,83.456,7.911,7.85,1547385609995000,159,3
14905,48.8631793,2.632329,83.458,8.003,7.91,1547385610050000,159,3
14960,48.8631753,2.632328,83.445,8.086,8,1547385610105000,159,3
15015,48.8631712,2.6323271,83.437,8.197,8.09,1547385610160000,159,3
15073,48.8631633,2.6323253,83.429,8.127,8.2,1547385610218000,159,3
15131,48.8631593,2.6323245,83.426,8.135,8.13,1547385610276000,159,3
15189,48.8631551,2.6323234,83.408,8.282,8.14,1547385610334000,159,3
15247,48.863151,2.6323226,83.407,8.312,8.28,1547385610392000,159,3
15306,48.8631468,2.6323219,83.408,8.381,8.31,1547385610451000,159,3
15364,48.8631427,2.6323214,83.397,8.339,8.38,1547385610509000,159,3
15422,48.8631387,2.6323207,83.385,8.29,8.34,1547385610567000,159,3
15480,48.8631345,2.6323202,83.333,8.254,8.29,1547385610625000,159,3
15539,48.8631302,2.6323195,83.289,8.384,8.25,1547385610684000,159,3
15597,48.8631261,2.6323184,83.283,8.439,8.38,1547385610742000,159,3
15655,48.863122,2.6323173,83.26,8.496,8.44,1547385610800000,159,3
15713,48.8631179,2.6323162,83.254,8.452,8.5,1547385610858000,159,3
15772,48.8631138,2.6323152,83.234,8.394,8.45,1547385610917000,159,3
15830,48.8631095,2.6323141,83.21,8.561,8.39,1547385610975000,159,3
15888,48.8631054,2.6323131,83.196,8.45,8.56,1547385611033000,159,3
15946,48.8631012,2.632312,83.221,8.536,8.45,1547385611091000,159,3
16005,48.8630971,2.6323107,83.177,8.442,8.54,1547385611150000,159,3
16059,48.8630931,2.6323095,83.186,8.389,8.44,1547385611204000,159,3
16114,48.863089,2.6323084,83.192,8.423,8.39,1547385611259000,159,3
16169,48.8630846,2.6323073,83.17,8.588,8.42,1547385611314000,159,3
16224,48.8630805,2.6323061,83.218,8.719,8.59,1547385611369000,159,3
16279,48.8630764,2.6323049,83.28,8.674,8.72,1547385611424000,159,3
16334,48.8630723,2.6323038,83.296,8.618,8.67,1547385611479000,159,3
16389,48.8630683,2.6323023,83.31,8.584,8.62,1547385611534000,159,3
16444,48.863064,2.6323012,83.285,8.617,8.58,1547385611589000,159,3
16499,48.8630598,2.6323002,83.298,8.669,8.62,1547385611644000,159,3
16554,48.8630558,2.6322989,83.367,8.622,8.67,1547385611699000,159,3
16610,48.8630519,2.6322979,83.436,8.497,8.62,1547385611755000,159,3
16664,48.8630476,2.6322968,83.475,8.676,8.5,1547385611809000,159,3
16719,48.8630434,2.6322958,83.516,8.697,8.68,1547385611864000,159,3
16774,48.8630393,2.6322946,83.561,8.67,8.7,1547385611919000,159,3
16830,48.863035,2.6322937,83.571,8.672,8.67,1547385611975000,159,3
16884,48.8630306,2.6322928,83.58,8.743,8.67,1547385612029000,159,3
16939,48.8630266,2.6322922,83.582,8.578,8.74,1547385612084000,159,3
16994,48.8630223,2.632292,83.571,8.591,8.58,1547385612139000,159,3
17050,48.8630176,2.6322916,83.54,8.746,8.59,1547385612195000,159,3
17105,48.8630131,2.6322908,83.516,8.805,8.75,1547385612250000,159,3
17160,48.8630086,2.6322898,83.462,8.814,8.81,1547385612305000,159,3
17215,48.8630043,2.6322893,83.408,8.682,8.81,1547385612360000,159,3
17270,48.8630001,2.6322882,83.401,8.67,8.68,1547385612415000,159,3
17325,48.8629956,2.6322869,83.432,8.875,8.67,1547385612470000,159,3
17380,48.8629911,2.6322857,83.423,8.981,8.87,1547385612525000,159,3
17435,48.862987,2.6322842,83.416,8.829,8.98,1547385612580000,159,3
17490,48.8629831,2.6322826,83.393,8.617,8.83,1547385612635000,159,3
17545,48.8629789,2.6322811,83.362,8.532,8.62,1547385612690000,159,3
17600,48.8629745,2.6322797,83.33,8.712,8.53,1547385612745000,159,3
17655,48.8629699,2.6322783,83.318,8.937,8.71,1547385612800000,159,3
17710,48.8629656,2.6322767,83.31,8.968,8.94,1547385612855000,159,3
17765,48.8629613,2.632275,83.286,8.978,8.97,1547385612910000,159,3
17820,48.8629568,2.6322735,83.294,9.088,8.98,1547385612965000,159,3
17875,48.8629523,2.6322722,83.335,9.171,9.09,1547385613020000,159,3
17930,48.8629478,2.632271,83.328,9.176,9.17,1547385613075000,159,3
17985,48.8629433,2.6322699,83.323,9.126,9.18,1547385613130000,159,3
18040,48.8629388,2.6322688,83.364,9.21,9.13,1547385613185000,159,3
18095,48.8629342,2.6322675,83.382,9.312,9.21,1547385613240000,159,3
18150,48.8629298,2.6322663,83.415,9.306,9.31,1547385613295000,159,3
18205,48.8629254,2.6322652,83.444,9.202,9.31,1547385613350000,159,3
18260,48.8629209,2.6322641,83.439,9.148,9.2,1547385613405000,159,3
18315,48.8629165,2.6322632,83.441,9.134,9.15,1547385613460000,159,3
18370,48.862912,2.6322621,83.453,9.183,9.13,1547385613515000,159,3
18425,48.8629077,2.632261,83.485,9.162,9.18,1547385613570000,159,3
18480,48.8629033,2.6322599,83.499,9.121,9.16,1547385613625000,159,3
18535,48.8628988,2.6322588,83.496,9.147,9.12,1547385613680000,159,3
18590,48.8628943,2.6322577,83.497,9.202,9.15,1547385613735000,159,3
18645,48.8628896,2.6322567,83.494,9.325,9.2,1547385613790000,159,3
18700,48.8628851,2.6322556,83.509,9.317,9.33,1547385613845000,159,3
18755,48.8628804,2.6322546,83.514,9.38,9.32,1547385613900000,159,3
18810,48.8628755,2.6322536,83.484,9.563,9.38,1547385613955000,159,3
18865,48.8628709,2.6322525,83.455,9.528,9.56,1547385614010000,159,3
18920,48.8628663,2.6322512,83.449,9.501,9.53,1547385614065000,159,3
18975,48.8628616,2.6322503,83.411,9.456,9.5,1547385614120000,159,3
19030,48.8628568,2.6322494,83.366,9.489,9.46,1547385614175000,159,3
19085,48.8628523,2.6322481,83.344,9.426,9.49,1547385614230000,159,3
19140,48.8628477,2.6322469,83.358,9.525,9.43,1547385614285000,159,3
19195,48.8628428,2.6322457,83.386,9.767,9.52,1547385614340000,159,3
19250,48.8628384,2.6322444,83.409,9.645,9.77,1547385614395000,159,3
19305,48.8628339,2.6322431,83.42,9.487,9.64,1547385614450000,159,3
19360,48.8628294,2.6322417,83.381,9.409,9.49,1547385614505000,159,3
19415,48.8628246,2.6322406,83.366,9.48,9.41,1547385614560000,159,3
19470,48.8628199,2.6322394,83.371,9.554,9.48,1547385614615000,159,3
19525,48.8628155,2.6322383,83.367,9.391,9.55,1547385614670000,159,3
19580,48.862811,2.6322374,83.362,9.258,9.39,1547385614725000,159,3
19635,48.8628064,2.6322368,83.342,9.231,9.26,1547385614780000,159,3
19690,48.8628019,2.6322361,83.341,9.164,9.23,1547385614835000,159,3
19745,48.8627975,2.6322352,83.335,9.146,9.16,1547385614890000,159,3
19800,48.8627931,2.6322341,83.365,9.235,9.15,1547385614945000,159,3
19855,48.8627885,2.6322333,83.377,9.337,9.23,1547385615000000,159,3
19910,48.8627838,2.6322326,83.37,9.436,9.34,1547385615055000,159,3
19965,48.8627792,2.6322319,83.365,9.432,9.44,1547385615110000,159,3
20020,48.8627746,2.632231,83.36,9.464,9.43,1547385615165000,159,3
20075,48.86277,2.6322299,83.352,9.427,9.46,1547385615220000,159,3
20130,48.8627653,2.6322291,83.35,9.487,9.43,1547385615275000,159,3
20185,48.8627606,2.6322283,83.35,9.554,9.49,1547385615330000,159,3
20240,48.8627559,2.6322276,83.352,9.536,9.55,1547385615385000,159,3
20295,48.8627513,2.6322269,83.343,9.45,9.54,1547385615440000,159,3
